image_id,image_file,pts_file,dataset_type,train_type,face_rect_x1,face_rect_y1,face_rect_x2,face_rect_y2,landmarks_in_bbox
2205474871_2,2205474871_2.jpg,2205474871_2.pts,300W,train,180.0,694.0,694.0,180.0,68.0
2205474871_3,2205474871_3.jpg,2205474871_3.pts,300W,train,180.0,694.0,694.0,180.0,68.0
2208472833_1,2208472833_1.jpg,2208472833_1.pts,300W,train,-202.0,1650.0,1330.0,117.0,68.0
2208472833_2,2208472833_2.jpg,2208472833_2.pts,300W,train,363.0,1641.0,1640.0,363.0,68.0
2209809995_1,2209809995_1.jpg,2209809995_1.pts,300W,train,180.0,694.0,694.0,180.0,68.0
2210601282_1,2210601282_1.jpg,2210601282_1.pts,300W,train,180.0,694.0,694.0,180.0,68.0
221068652_2,221068652_2.jpg,221068652_2.pts,300W,train,436.0,1324.0,1323.0,436.0,68.0
221068652_3,221068652_3.jpg,221068652_3.pts,300W,train,363.0,1051.0,1102.0,312.0,68.0
2210716757_1,2210716757_1.jpg,2210716757_1.pts,300W,train,215.0,694.0,729.0,180.0,68.0
2210851928_1,2210851928_1.jpg,2210851928_1.pts,300W,train,-419.0,3424.0,2761.0,243.0,68.0
2211065399_1,2211065399_1.jpg,2211065399_1.pts,300W,train,259.0,662.0,875.0,46.0,68.0
2211065399_2,2211065399_2.jpg,2211065399_2.pts,300W,train,-33.0,694.0,480.0,180.0,68.0
2211542693_1,2211542693_1.jpg,2211542693_1.pts,300W,train,209.0,608.0,637.0,179.0,68.0
221174143_1,221174143_1.jpg,221174143_1.pts,300W,train,259.0,576.0,875.0,-39.0,68.0
221238636_1,221238636_1.jpg,221238636_1.pts,300W,train,106.0,692.0,845.0,-46.0,68.0
221272641_1,221272641_1.jpg,221272641_1.pts,300W,train,436.0,1077.0,1323.0,190.0,68.0
221278406_1,221278406_1.jpg,221278406_1.pts,300W,train,140.0,1725.0,1980.0,-115.0,68.0
221458225_1,221458225_1.jpg,221458225_1.pts,300W,train,-58.0,430.0,370.0,1.0,68.0
2214699699_1,2214699699_1.jpg,2214699699_1.pts,300W,train,73.0,765.0,587.0,251.0,68.0
2214772465_1,2214772465_1.jpg,2214772465_1.pts,300W,train,2.0,790.0,619.0,174.0,68.0
2215829570_1,2215829570_1.jpg,2215829570_1.pts,300W,train,374.0,1262.0,1262.0,375.0,68.0
2216045499_1,2216045499_1.jpg,2216045499_1.pts,300W,train,861.0,2076.0,2395.0,542.0,68.0
221629697_1,221629697_1.jpg,221629697_1.pts,300W,train,650.0,1853.0,2492.0,13.0,68.0
2216370944_1,2216370944_1.jpg,2216370944_1.pts,300W,train,-217.0,640.0,605.0,-98.0,68.0
2216480518_1,2216480518_1.jpg,2216480518_1.pts,300W,train,215.0,694.0,729.0,180.0,68.0
2218537300_1,2218537300_1.jpg,2218537300_1.pts,300W,train,45.0,833.0,661.0,217.0,68.0
2219165887_1,2219165887_1.jpg,2219165887_1.pts,300W,train,11.0,2236.0,1853.0,396.0,68.0
2220556464_1,2220556464_1.jpg,2220556464_1.pts,300W,train,629.0,1818.0,1907.0,541.0,68.0
2220556464_2,2220556464_2.jpg,2220556464_2.pts,300W,train,-115.0,2236.0,1725.0,396.0,68.0
2220706683_1,2220706683_1.jpg,2220706683_1.pts,300W,train,-118.0,954.0,769.0,66.0,68.0
2221495758_1,2221495758_1.jpg,2221495758_1.pts,300W,train,88.0,790.0,704.0,174.0,68.0
2222444403_1,2222444403_1.jpg,2222444403_1.pts,300W,train,302.0,662.0,918.0,46.0,68.0
2224610174_1,2224610174_1.jpg,2224610174_1.pts,300W,train,209.0,949.0,948.0,209.0,68.0
2225440586_1,2225440586_1.jpg,2225440586_1.pts,300W,train,755.0,2182.0,2288.0,649.0,68.0
2227646745_2,2227646745_2.jpg,2227646745_2.pts,300W,train,174.0,790.0,790.0,174.0,68.0
2228100915_1,2228100915_1.jpg,2228100915_1.pts,300W,train,216.0,790.0,833.0,174.0,68.0
2228100915_2,2228100915_2.jpg,2228100915_2.pts,300W,train,215.0,730.0,729.0,216.0,68.0
2228100915_3,2228100915_3.jpg,2228100915_3.pts,300W,train,209.0,638.0,637.0,209.0,68.0
2229166768_1,2229166768_1.jpg,2229166768_1.pts,300W,train,131.0,705.0,747.0,88.0,68.0
2229763779_2,2229763779_2.jpg,2229763779_2.pts,300W,train,209.0,608.0,637.0,179.0,68.0
2229774739_1,2229774739_1.jpg,2229774739_1.pts,300W,train,259.0,876.0,875.0,260.0,68.0
2229778733_1,2229778733_1.jpg,2229778733_1.pts,300W,train,-96.0,1863.0,1436.0,329.0,68.0
2229778733_4,2229778733_4.jpg,2229778733_4.pts,300W,train,376.0,1367.0,1440.0,302.0,68.0
2230569196_3,2230569196_3.jpg,2230569196_3.pts,300W,train,4.0,1139.0,892.0,251.0,68.0
2230569196_4,2230569196_4.jpg,2230569196_4.pts,300W,train,312.0,949.0,1051.0,209.0,68.0
2231190459_1,2231190459_1.jpg,2231190459_1.pts,300W,train,73.0,587.0,587.0,73.0,68.0
2231989317_1,2231989317_1.jpg,2231989317_1.pts,300W,train,174.0,790.0,790.0,174.0,68.0
2232426029_1,2232426029_1.jpg,2232426029_1.pts,300W,train,312.0,1000.0,1051.0,261.0,68.0
2233231554_1,2233231554_1.jpg,2233231554_1.pts,300W,train,116.0,2076.0,1649.0,542.0,68.0
2233250688_1,2233250688_1.jpg,2233250688_1.pts,300W,train,629.0,1818.0,1907.0,541.0,68.0
2233368704_1,2233368704_1.jpg,2233368704_1.pts,300W,train,88.0,833.0,704.0,217.0,68.0
2233368704_3,2233368704_3.jpg,2233368704_3.pts,300W,train,209.0,608.0,637.0,179.0,68.0
2233672250_1,2233672250_1.jpg,2233672250_1.pts,300W,train,268.0,628.0,565.0,331.0,68.0
2233672250_2,2233672250_2.jpg,2233672250_2.pts,300W,train,471.0,481.0,827.0,125.0,68.0
2233737284_1,2233737284_1.jpg,2233737284_1.pts,300W,train,540.0,1197.0,1818.0,-80.0,68.0
2233737284_2,2233737284_2.jpg,2233737284_2.pts,300W,train,185.0,1552.0,1463.0,274.0,68.0
2236814888_1,2236814888_1.jpg,2236814888_1.pts,300W,train,216.0,833.0,833.0,217.0,68.0
2236814888_2,2236814888_2.jpg,2236814888_2.pts,300W,train,216.0,833.0,833.0,217.0,68.0
2239259_1,2239259_1.jpg,2239259_1.pts,300W,train,174.0,705.0,790.0,88.0,68.0
224036417_1,224036417_1.jpg,224036417_1.pts,300W,train,174.0,662.0,790.0,46.0,68.0
224036417_2,224036417_2.jpg,224036417_2.pts,300W,train,209.0,608.0,637.0,179.0,68.0
2240876637_1,2240876637_1.jpg,2240876637_1.pts,300W,train,189.0,1262.0,1077.0,375.0,68.0
2241015901_1,2241015901_1.jpg,2241015901_1.pts,300W,train,10.0,2289.0,1543.0,755.0,68.0
2241609352_1,2241609352_1.jpg,2241609352_1.pts,300W,train,-56.0,1386.0,830.0,498.0,68.0
2242655460_1,2242655460_1.jpg,2242655460_1.pts,300W,train,60.0,519.0,489.0,90.0,68.0
2244553371_1,2244553371_1.jpg,2244553371_1.pts,300W,train,-502.0,3314.0,3313.0,-501.0,68.0
2246883372_1,2246883372_1.jpg,2246883372_1.pts,300W,train,629.0,1641.0,1907.0,363.0,68.0
224690170_1,224690170_1.jpg,224690170_1.pts,300W,train,260.0,1000.0,999.0,261.0,68.0
2249998377_1,2249998377_1.jpg,2249998377_1.pts,300W,train,8.0,1552.0,1285.0,274.0,68.0
2250199357_1,2250199357_1.jpg,2250199357_1.pts,300W,train,436.0,1077.0,1323.0,190.0,68.0
2250369835_1,2250369835_1.jpg,2250369835_1.pts,300W,train,45.0,790.0,661.0,174.0,68.0
2251139211_1,2251139211_1.jpg,2251139211_1.pts,300W,train,450.0,1293.0,1514.0,228.0,68.0
2251139211_2,2251139211_2.jpg,2251139211_2.pts,300W,train,414.0,1103.0,1154.0,363.0,68.0
2251201726_1,2251201726_1.jpg,2251201726_1.pts,300W,train,180.0,587.0,694.0,73.0,68.0
225191079_1,225191079_1.jpg,225191079_1.pts,300W,train,323.0,332.0,679.0,-23.0,68.0
2254584858_1,2254584858_1.jpg,2254584858_1.pts,300W,train,312.0,1262.0,1200.0,375.0,68.0
2255538912_1,2255538912_1.jpg,2255538912_1.pts,300W,train,1.0,548.0,429.0,120.0,68.0
2255555023_1,2255555023_1.jpg,2255555023_1.pts,300W,train,37.0,694.0,551.0,180.0,68.0
2257099355_1,2257099355_1.jpg,2257099355_1.pts,300W,train,322.0,730.0,836.0,216.0,68.0
2257305766_1,2257305766_1.jpg,2257305766_1.pts,300W,train,-419.0,2761.0,2761.0,-418.0,68.0
2257804450_1,2257804450_1.jpg,2257804450_1.pts,300W,train,-28.0,519.0,399.0,90.0,68.0
2262722996_1,2262722996_1.jpg,2262722996_1.pts,300W,train,251.0,516.0,765.0,2.0,68.0
2266416332_1,2266416332_1.jpg,2266416332_1.pts,300W,train,108.0,587.0,622.0,73.0,68.0
2267933931_1,2267933931_1.jpg,2267933931_1.pts,300W,train,88.0,747.0,704.0,131.0,68.0
2267947745_1,2267947745_1.jpg,2267947745_1.pts,300W,train,-39.0,876.0,576.0,260.0,68.0
2268207831_1,2268207831_1.jpg,2268207831_1.pts,300W,train,90.0,400.0,518.0,-28.0,68.0
2268738156_1,2268738156_1.jpg,2268738156_1.pts,300W,train,540.0,1730.0,1818.0,452.0,68.0
2269501063_1,2269501063_1.jpg,2269501063_1.pts,300W,train,436.0,1262.0,1323.0,375.0,68.0
22699817_1,22699817_1.jpg,22699817_1.pts,300W,train,206.0,626.0,454.0,378.0,68.0
2270525548_1,2270525548_1.jpg,2270525548_1.pts,300W,train,374.0,1262.0,1262.0,375.0,68.0
2276629742_1,2276629742_1.jpg,2276629742_1.pts,300W,train,302.0,1367.0,1366.0,302.0,68.0
2276629742_2,2276629742_2.jpg,2276629742_2.pts,300W,train,312.0,1201.0,1200.0,313.0,68.0
2277805385_1,2277805385_1.jpg,2277805385_1.pts,300W,train,180.0,658.0,694.0,144.0,68.0
2279324750_1,2279324750_1.jpg,2279324750_1.pts,300W,train,144.0,658.0,658.0,144.0,68.0
227943776_1,227943776_1.jpg,227943776_1.pts,300W,train,302.0,1293.0,1366.0,228.0,68.0
2282207808_1,2282207808_1.jpg,2282207808_1.pts,300W,train,216.0,662.0,833.0,46.0,68.0
2286067877_1,2286067877_1.jpg,2286067877_1.pts,300W,train,216.0,705.0,833.0,88.0,68.0
2286982317_1,2286982317_1.jpg,2286982317_1.pts,300W,train,260.0,1051.0,999.0,312.0,68.0
2286982317_2,2286982317_2.jpg,2286982317_2.pts,300W,train,363.0,1000.0,1102.0,261.0,68.0
2288136183_1,2288136183_1.jpg,2288136183_1.pts,300W,train,645.0,753.0,1001.0,397.0,68.0
228950047_1,228950047_1.jpg,228950047_1.pts,300W,train,1.0,480.0,515.0,-33.0,68.0
2289530648_1,2289530648_1.jpg,2289530648_1.pts,300W,train,259.0,876.0,875.0,260.0,68.0
2289874177_1,2289874177_1.jpg,2289874177_1.pts,300W,train,96.0,1730.0,1374.0,452.0,68.0
2289957281_1,2289957281_1.jpg,2289957281_1.pts,300W,train,329.0,2076.0,1862.0,542.0,68.0
2290385398_2,2290385398_2.jpg,2290385398_2.pts,300W,train,755.0,1969.0,2288.0,436.0,68.0
22920624_1,22920624_1.jpg,22920624_1.pts,300W,train,106.0,846.0,845.0,107.0,68.0
2292430114_1,2292430114_1.jpg,2292430114_1.pts,300W,train,-33.0,658.0,480.0,144.0,68.0
2293417920_1,2293417920_1.jpg,2293417920_1.pts,300W,train,302.0,919.0,918.0,302.0,68.0
2293424058_1,2293424058_1.jpg,2293424058_1.pts,300W,train,363.0,1641.0,1640.0,363.0,68.0
2293424058_2,2293424058_2.jpg,2293424058_2.pts,300W,train,436.0,1262.0,1323.0,375.0,68.0
2293429456_1,2293429456_1.jpg,2293429456_1.pts,300W,train,451.0,1730.0,1729.0,452.0,68.0
2295734120_1,2295734120_1.jpg,2295734120_1.pts,300W,train,144.0,658.0,658.0,144.0,68.0
2296662024_1,2296662024_1.jpg,2296662024_1.pts,300W,train,96.0,1286.0,1374.0,8.0,68.0
2296738336_1,2296738336_1.jpg,2296738336_1.pts,300W,train,274.0,1552.0,1552.0,274.0,68.0
2298271312_1,2298271312_1.jpg,2298271312_1.pts,300W,train,259.0,876.0,875.0,260.0,68.0
2300713390_1,2300713390_1.jpg,2300713390_1.pts,300W,train,-198.0,2982.0,2982.0,-197.0,68.0
2301024765_1,2301024765_1.jpg,2301024765_1.pts,300W,train,6.0,1145.0,1071.0,80.0,68.0
230131544_1,230131544_1.jpg,230131544_1.pts,300W,train,260.0,949.0,999.0,209.0,68.0
2301548674_1,2301548674_1.jpg,2301548674_1.pts,300W,train,3.0,897.0,743.0,158.0,68.0
2302182824_1,2302182824_1.jpg,2302182824_1.pts,300W,train,2.0,619.0,619.0,3.0,68.0
2302208915_1,2302208915_1.jpg,2302208915_1.pts,300W,train,216.0,833.0,833.0,217.0,68.0
2302240607_1,2302240607_1.jpg,2302240607_1.pts,300W,train,312.0,1000.0,1051.0,261.0,68.0
2302240607_2,2302240607_2.jpg,2302240607_2.pts,300W,train,259.0,833.0,875.0,217.0,68.0
2302927584_1,2302927584_1.jpg,2302927584_1.pts,300W,train,180.0,623.0,694.0,109.0,68.0
2302987350_1,2302987350_1.jpg,2302987350_1.pts,300W,train,215.0,658.0,729.0,144.0,68.0
2303538653_1,2303538653_1.jpg,2303538653_1.pts,300W,train,108.0,623.0,622.0,109.0,68.0
2304061735_1,2304061735_1.jpg,2304061735_1.pts,300W,train,88.0,705.0,704.0,88.0,68.0
2304174066_1,2304174066_1.jpg,2304174066_1.pts,300W,train,-181.0,576.0,503.0,-39.0,68.0
230420772_1,230420772_1.jpg,230420772_1.pts,300W,train,542.0,2076.0,2075.0,542.0,68.0
2304715356_1,2304715356_1.jpg,2304715356_1.pts,300W,train,131.0,533.0,747.0,-82.0,68.0
230499681_1,230499681_1.jpg,230499681_1.pts,300W,train,629.0,2377.0,2837.0,169.0,68.0
230501201_1,230501201_1.jpg,230501201_1.pts,300W,train,268.0,2620.0,2108.0,780.0,68.0
2305845249_1,2305845249_1.jpg,2305845249_1.pts,300W,train,302.0,747.0,918.0,131.0,68.0
2306258846_1,2306258846_1.jpg,2306258846_1.pts,300W,train,179.0,400.0,607.0,-28.0,68.0
2306396832_1,2306396832_1.jpg,2306396832_1.pts,300W,train,45.0,876.0,661.0,260.0,68.0
2307775231_1,2307775231_1.jpg,2307775231_1.pts,300W,train,436.0,1139.0,1323.0,251.0,68.0
2308489181_2,2308489181_2.jpg,2308489181_2.pts,300W,train,209.0,608.0,637.0,179.0,68.0
2308489181_3,2308489181_3.jpg,2308489181_3.pts,300W,train,215.0,694.0,729.0,180.0,68.0
2308648441_1,2308648441_1.jpg,2308648441_1.pts,300W,train,524.0,2236.0,2364.0,396.0,68.0
231216392_1,231216392_1.jpg,231216392_1.pts,300W,train,209.0,1051.0,948.0,312.0,68.0
2312289834_1,2312289834_1.jpg,2312289834_1.pts,300W,train,312.0,1051.0,1051.0,312.0,68.0
2312507373_1,2312507373_1.jpg,2312507373_1.pts,300W,train,203.0,3036.0,2852.0,387.0,68.0
2312639559_1,2312639559_1.jpg,2312639559_1.pts,300W,train,719.0,1174.0,1075.0,818.0,68.0
231292975_1,231292975_1.jpg,231292975_1.pts,300W,train,80.0,1219.0,1145.0,154.0,68.0
2313830319_1,2313830319_1.jpg,2313830319_1.pts,300W,train,322.0,2377.0,2530.0,169.0,68.0
2314301953_1,2314301953_1.jpg,2314301953_1.pts,300W,train,37.0,658.0,551.0,144.0,68.0
2315111554_1,2315111554_1.jpg,2315111554_1.pts,300W,train,106.0,795.0,845.0,55.0,68.0
2315541918_1,2315541918_1.jpg,2315541918_1.pts,300W,train,650.0,2620.0,2492.0,780.0,68.0
2316734819_1,2316734819_1.jpg,2316734819_1.pts,300W,train,273.0,555.0,629.0,199.0,68.0
2317364698_1,2317364698_1.jpg,2317364698_1.pts,300W,train,216.0,790.0,833.0,174.0,68.0
2317364698_2,2317364698_2.jpg,2317364698_2.pts,300W,train,215.0,694.0,729.0,180.0,68.0
2320093697_1,2320093697_1.jpg,2320093697_1.pts,300W,train,268.0,1725.0,2108.0,-115.0,68.0
2320120349_1,2320120349_1.jpg,2320120349_1.pts,300W,train,216.0,790.0,833.0,174.0,68.0
2320120349_2,2320120349_2.jpg,2320120349_2.pts,300W,train,174.0,833.0,790.0,217.0,68.0
2320215864_1,2320215864_1.jpg,2320215864_1.pts,300W,train,414.0,1051.0,1154.0,312.0,68.0
2320302773_1,2320302773_1.jpg,2320302773_1.pts,300W,train,363.0,1197.0,1640.0,-80.0,68.0
2321686152_1,2321686152_1.jpg,2321686152_1.pts,300W,train,329.0,1650.0,1862.0,117.0,68.0
232194_1,232194_1.jpg,232194_1.pts,300W,train,312.0,1139.0,1200.0,251.0,68.0
232329021_1,232329021_1.jpg,232329021_1.pts,300W,train,180.0,587.0,694.0,73.0,68.0
2324602074_1,2324602074_1.jpg,2324602074_1.pts,300W,train,-291.0,2224.0,1917.0,16.0,68.0
2325274893_1,2325274893_1.jpg,2325274893_1.pts,300W,train,302.0,833.0,918.0,217.0,68.0
2325305205_1,2325305205_1.jpg,2325305205_1.pts,300W,train,259.0,833.0,875.0,217.0,68.0
2325305205_2,2325305205_2.jpg,2325305205_2.pts,300W,train,174.0,790.0,790.0,174.0,68.0
2325337095_1,2325337095_1.jpg,2325337095_1.pts,300W,train,436.0,1262.0,1323.0,375.0,68.0
2325337095_2,2325337095_2.jpg,2325337095_2.pts,300W,train,436.0,1262.0,1323.0,375.0,68.0
2325339957_1,2325339957_1.jpg,2325339957_1.pts,300W,train,363.0,1463.0,1640.0,186.0,68.0
2325339957_2,2325339957_2.jpg,2325339957_2.pts,300W,train,450.0,1441.0,1514.0,376.0,68.0
2326107432_1,2326107432_1.jpg,2326107432_1.pts,300W,train,718.0,1552.0,1995.0,274.0,68.0
2326123678_1,2326123678_1.jpg,2326123678_1.pts,300W,train,287.0,801.0,801.0,287.0,68.0
2326123678_2,2326123678_2.jpg,2326123678_2.pts,300W,train,251.0,730.0,765.0,216.0,68.0
2326138430_1,2326138430_1.jpg,2326138430_1.pts,300W,train,414.0,1154.0,1154.0,415.0,68.0
2326158218_1,2326158218_1.jpg,2326158218_1.pts,300W,train,650.0,2364.0,2492.0,524.0,68.0
2326158218_2,2326158218_2.jpg,2326158218_2.pts,300W,train,474.0,2224.0,2684.0,16.0,68.0
2326182644_1,2326182644_1.jpg,2326182644_1.pts,300W,train,222.0,1863.0,1756.0,329.0,68.0
2326183026_1,2326183026_1.jpg,2326183026_1.pts,300W,train,274.0,1907.0,1552.0,629.0,68.0
2326647920_1,2326647920_1.jpg,2326647920_1.pts,300W,train,312.0,1000.0,1051.0,261.0,68.0
2327074205_1,2327074205_1.jpg,2327074205_1.pts,300W,train,436.0,1262.0,1323.0,375.0,68.0
232750395_1,232750395_1.jpg,232750395_1.pts,300W,train,251.0,730.0,765.0,216.0,68.0
232758871_1,232758871_1.jpg,232758871_1.pts,300W,train,88.0,705.0,704.0,88.0,68.0
2329090822_1,2329090822_1.jpg,2329090822_1.pts,300W,train,90.0,459.0,518.0,31.0,68.0
2329110240_1,2329110240_1.jpg,2329110240_1.pts,300W,train,997.0,574.0,1245.0,327.0,68.0
2329110240_2,2329110240_2.jpg,2329110240_2.pts,300W,train,1533.0,507.0,1739.0,301.0,68.0
2330128715_1,2330128715_1.jpg,2330128715_1.pts,300W,train,6.0,997.0,1071.0,-66.0,68.0
2330128831_1,2330128831_1.jpg,2330128831_1.pts,300W,train,209.0,743.0,948.0,4.0,68.0
2330128905_1,2330128905_1.jpg,2330128905_1.pts,300W,train,108.0,730.0,622.0,216.0,68.0
2330129299_1,2330129299_1.jpg,2330129299_1.pts,300W,train,128.0,892.0,1015.0,5.0,68.0
2330721439_1,2330721439_1.jpg,2330721439_1.pts,300W,train,302.0,1367.0,1366.0,302.0,68.0
2330954580_1,2330954580_1.jpg,2330954580_1.pts,300W,train,80.0,997.0,1145.0,-66.0,68.0
2330954824_1,2330954824_1.jpg,2330954824_1.pts,300W,train,-169.0,1108.0,1108.0,-168.0,68.0
2330955274_1,2330955274_1.jpg,2330955274_1.pts,300W,train,158.0,846.0,897.0,107.0,68.0
2330955410_1,2330955410_1.jpg,2330955410_1.pts,300W,train,174.0,790.0,790.0,174.0,68.0
2330955526_1,2330955526_1.jpg,2330955526_1.pts,300W,train,66.0,892.0,954.0,5.0,68.0
2330955614_1,2330955614_1.jpg,2330955614_1.pts,300W,train,259.0,747.0,875.0,131.0,68.0
2331075487_1,2331075487_1.jpg,2331075487_1.pts,300W,train,-164.0,2852.0,2484.0,203.0,68.0
2331146163_1,2331146163_1.jpg,2331146163_1.pts,300W,train,755.0,2076.0,2288.0,542.0,68.0
2331853202_1,2331853202_1.jpg,2331853202_1.pts,300W,train,149.0,519.0,578.0,90.0,68.0
2332408096_1,2332408096_1.jpg,2332408096_1.pts,300W,train,3.0,795.0,743.0,55.0,68.0
2333670757_1,2333670757_1.jpg,2333670757_1.pts,300W,train,396.0,1853.0,2236.0,13.0,68.0
233470867_1,233470867_1.jpg,233470867_1.pts,300W,train,685.0,3424.0,3865.0,243.0,68.0
2336833345_1,2336833345_1.jpg,2336833345_1.pts,300W,train,116.0,2076.0,1649.0,542.0,68.0
2339510439_1,2339510439_1.jpg,2339510439_1.pts,300W,train,862.0,1024.0,1291.0,595.0,68.0
2339510439_2,2339510439_2.jpg,2339510439_2.pts,300W,train,1814.0,905.0,2242.0,477.0,68.0
2339846774_1,2339846774_1.jpg,2339846774_1.pts,300W,train,268.0,667.0,697.0,239.0,68.0
233993272_1,233993272_1.jpg,233993272_1.pts,300W,train,169.0,2224.0,2377.0,16.0,68.0
2340693798_1,2340693798_1.jpg,2340693798_1.pts,300W,train,238.0,638.0,667.0,209.0,68.0
2340986522_1,2340986522_1.jpg,2340986522_1.pts,300W,train,222.0,1256.0,1756.0,-447.0,68.0
2341783781_1,2341783781_1.jpg,2341783781_1.pts,300W,train,154.0,1145.0,1218.0,80.0,68.0
2343200154_1,2343200154_1.jpg,2343200154_1.pts,300W,train,524.0,2236.0,2364.0,396.0,68.0
2343665394_1,2343665394_1.jpg,2343665394_1.pts,300W,train,451.0,1552.0,1729.0,274.0,68.0
2344217511_1,2344217511_1.jpg,2344217511_1.pts,300W,train,216.0,833.0,833.0,217.0,68.0
2344218773_1,2344218773_1.jpg,2344218773_1.pts,300W,train,174.0,705.0,790.0,88.0,68.0
2344219269_1,2344219269_1.jpg,2344219269_1.pts,300W,train,260.0,795.0,999.0,55.0,68.0
2344221437_1,2344221437_1.jpg,2344221437_1.pts,300W,train,144.0,623.0,658.0,109.0,68.0
2344899163_1,2344899163_1.jpg,2344899163_1.pts,300W,train,322.0,2224.0,2530.0,16.0,68.0
2344967158_1,2344967158_1.jpg,2344967158_1.pts,300W,train,55.0,846.0,794.0,107.0,68.0
2344972348_1,2344972348_1.jpg,2344972348_1.pts,300W,train,2.0,705.0,619.0,88.0,68.0
2344972348_2,2344972348_2.jpg,2344972348_2.pts,300W,train,215.0,730.0,729.0,216.0,68.0
2345048760_1,2345048760_1.jpg,2345048760_1.pts,300W,train,1.0,623.0,515.0,109.0,68.0
2345048760_2,2345048760_2.jpg,2345048760_2.pts,300W,train,238.0,667.0,667.0,239.0,68.0
2345049528_1,2345049528_1.jpg,2345049528_1.pts,300W,train,259.0,790.0,875.0,174.0,68.0
2346175251_1,2346175251_1.jpg,2346175251_1.pts,300W,train,209.0,608.0,637.0,179.0,68.0
2346521154_1,2346521154_1.jpg,2346521154_1.pts,300W,train,128.0,1262.0,1015.0,375.0,68.0
2349481463_1,2349481463_1.jpg,2349481463_1.pts,300W,train,268.0,2364.0,2108.0,524.0,68.0
2350619624_1,2350619624_1.jpg,2350619624_1.pts,300W,train,180.0,551.0,694.0,37.0,68.0
2350688586_1,2350688586_1.jpg,2350688586_1.pts,300W,train,174.0,790.0,790.0,174.0,68.0
2351450794_1,2351450794_1.jpg,2351450794_1.pts,300W,train,939.0,3404.0,3588.0,755.0,68.0
2351504852_1,2351504852_1.jpg,2351504852_1.pts,300W,train,1123.0,3588.0,3772.0,939.0,68.0
2352254513_1,2352254513_1.jpg,2352254513_1.pts,300W,train,396.0,2109.0,2236.0,267.0,68.0
2352307187_1,2352307187_1.jpg,2352307187_1.pts,300W,train,524.0,2109.0,2364.0,267.0,68.0
2352345861_1,2352345861_1.jpg,2352345861_1.pts,300W,train,387.0,2852.0,3036.0,203.0,68.0
2352531093_1,2352531093_1.jpg,2352531093_1.pts,300W,train,19.0,2300.0,2668.0,-348.0,68.0
2352534555_1,2352534555_1.jpg,2352534555_1.pts,300W,train,169.0,2377.0,2377.0,169.0,68.0
2354287692_1,2354287692_1.jpg,2354287692_1.pts,300W,train,180.0,551.0,694.0,37.0,68.0
2355375119_1,2355375119_1.jpg,2355375119_1.pts,300W,train,779.0,2236.0,2619.0,396.0,68.0
235551382_1,235551382_1.jpg,235551382_1.pts,300W,train,2.0,504.0,619.0,-180.0,68.0
2355774121_1,2355774121_1.jpg,2355774121_1.pts,300W,train,363.0,1051.0,1102.0,312.0,68.0
2355774121_2,2355774121_2.jpg,2355774121_2.pts,300W,train,251.0,730.0,765.0,216.0,68.0
2358119745_1,2358119745_1.jpg,2358119745_1.pts,300W,train,238.0,578.0,667.0,150.0,68.0
2358209574_1,2358209574_1.jpg,2358209574_1.pts,300W,train,779.0,2109.0,2619.0,267.0,68.0
2359007872_1,2359007872_1.jpg,2359007872_1.pts,300W,train,131.0,790.0,747.0,174.0,68.0
2360524256_1,2360524256_1.jpg,2360524256_1.pts,300W,train,215.0,730.0,729.0,216.0,68.0
2361275920_1,2361275920_1.jpg,2361275920_1.pts,300W,train,174.0,747.0,790.0,131.0,68.0
2362828916_1,2362828916_1.jpg,2362828916_1.pts,300W,train,782.0,2837.0,2990.0,629.0,68.0
236505163_1,236505163_1.jpg,236505163_1.pts,300W,train,3.0,897.0,743.0,158.0,68.0
2365877276_1,2365877276_1.jpg,2365877276_1.pts,300W,train,-98.0,692.0,640.0,-46.0,68.0
2366695522_1,2366695522_1.jpg,2366695522_1.pts,300W,train,-169.0,1463.0,1108.0,186.0,68.0
236817064_1,236817064_1.jpg,236817064_1.pts,300W,train,131.0,747.0,747.0,131.0,68.0
2370158801_1,2370158801_1.jpg,2370158801_1.pts,300W,train,260.0,1000.0,999.0,261.0,68.0
2370995384_1,2370995384_1.jpg,2370995384_1.pts,300W,train,374.0,1077.0,1262.0,190.0,68.0
2371615952_1,2371615952_1.jpg,2371615952_1.pts,300W,train,1123.0,3588.0,3772.0,939.0,68.0
237212549_1,237212549_1.jpg,237212549_1.pts,300W,train,108.0,623.0,622.0,109.0,68.0
2372995574_1,2372995574_1.jpg,2372995574_1.pts,300W,train,206.0,557.0,454.0,309.0,68.0
2373667324_1,2373667324_1.jpg,2373667324_1.pts,300W,train,-47.0,846.0,691.0,107.0,68.0
23739492_1,23739492_1.jpg,23739492_1.pts,300W,train,435.0,1650.0,1969.0,117.0,68.0
2375918801_1,2375918801_1.jpg,2375918801_1.pts,300W,train,1.0,587.0,515.0,73.0,68.0
237609288_1,237609288_1.jpg,237609288_1.pts,300W,train,55.0,692.0,794.0,-46.0,68.0
2376315231_1,2376315231_1.jpg,2376315231_1.pts,300W,train,55.0,846.0,794.0,107.0,68.0
2376488496_1,2376488496_1.jpg,2376488496_1.pts,300W,train,2.0,833.0,619.0,217.0,68.0
237815567_1,237815567_1.jpg,237815567_1.pts,300W,train,2032.0,1447.0,2387.0,1091.0,68.0
